step,mloss,gloss,loss
100.0,0.0,0.9521,0.9521
200.0,0.0,0.8328,0.8328
300.0,0.0,0.7614,0.7614
400.0,0.0,0.7162,0.7162
500.0,0.0,0.6716,0.6716
600.0,0.0,0.6414,0.6414
700.0,0.0,0.6104,0.6104
800.0,0.0,0.5969,0.5969
900.0,0.0,0.5807,0.5807
1000.0,0.0,0.5635,0.5635
1100.0,0.0,0.549,0.549
1200.0,0.0,0.5363,0.5363
1300.0,0.0,0.5251,0.5251
1400.0,0.0,0.5098,0.5098
1500.0,0.0,0.5037,0.5037
1600.0,0.0,0.4931,0.4931
1700.0,0.0,0.4898,0.4898
1800.0,0.0,0.484,0.484
1900.0,0.0,0.4752,0.4752
2000.0,0.0,0.4673,0.4673
2100.0,0.0,0.4596,0.4596
2200.0,0.0,0.4544,0.4544
2300.0,0.0,0.451,0.451
2400.0,0.0,0.4467,0.4467
2500.0,0.0,0.44,0.44
2600.0,0.0,0.4361,0.4361
2700.0,0.0,0.4329,0.4329
2800.0,0.0,0.4291,0.4291
2900.0,0.0,0.43,0.43
3000.0,0.0,0.4225,0.4225
3100.0,0.0,0.4187,0.4187
3200.0,0.0,0.4165,0.4165
3300.0,0.0,0.4107,0.4107
3400.0,0.0,0.4054,0.4054
3500.0,0.0,0.4058,0.4058
3600.0,0.0,0.3988,0.3988
3700.0,0.0,0.4002,0.4002
3800.0,0.0,0.398,0.398
3900.0,0.0,0.396,0.396
4000.0,0.0,0.3916,0.3916
4100.0,0.0,0.388,0.388
4200.0,0.0,0.3895,0.3895
4300.0,0.0,0.3887,0.3887
4400.0,0.0,0.3849,0.3849
4500.0,0.0,0.3815,0.3815
4600.0,0.0,0.3814,0.3814
4700.0,0.0,0.3788,0.3788
4800.0,0.0,0.3789,0.3789
4900.0,0.0,0.3783,0.3783
5000.0,0.0,0.3764,0.3764
5100.0,0.0,0.3731,0.3731
5200.0,0.0,0.3719,0.3719
5300.0,0.0,0.3728,0.3728
5400.0,0.0,0.3686,0.3686
5500.0,0.0,0.3659,0.3659
5600.0,0.0,0.3677,0.3677
5700.0,0.0,0.3676,0.3676
5800.0,0.0,0.3647,0.3647
5900.0,0.0,0.3643,0.3643
6000.0,0.0,0.3596,0.3596
6100.0,0.0,0.3609,0.3609
6200.0,0.0,0.3584,0.3584
6300.0,0.0,0.3581,0.3581
6400.0,0.0,0.3556,0.3556
6500.0,0.0,0.3562,0.3562
6600.0,0.0,0.3548,0.3548
6700.0,0.0,0.3533,0.3533
6800.0,0.0,0.355,0.355
6900.0,0.0,0.3518,0.3518
7000.0,0.0,0.3515,0.3515
7100.0,0.0,0.3506,0.3506
7200.0,0.0,0.3469,0.3469
7300.0,0.0,0.3459,0.3459
7400.0,0.0,0.3454,0.3454
7500.0,0.0,0.343,0.343
7600.0,0.0,0.3452,0.3452
7700.0,0.0,0.3442,0.3442
7800.0,0.0,0.3446,0.3446
7900.0,0.0,0.345,0.345
8000.0,0.0,0.3409,0.3409
8100.0,0.0,0.3413,0.3413
8200.0,0.0,0.339,0.339
