step,mloss,gloss,loss
100.0,0.0,0.9515,0.9515
200.0,0.0,0.829,0.829
300.0,0.0,0.7555,0.7555
400.0,0.0,0.7102,0.7102
500.0,0.0,0.6664,0.6664
600.0,0.0,0.636,0.636
700.0,0.0,0.6045,0.6045
800.0,0.0,0.5915,0.5915
900.0,0.0,0.577,0.577
1000.0,0.0,0.5589,0.5589
1100.0,0.0,0.5449,0.5449
1200.0,0.0,0.532,0.532
1300.0,0.0,0.5207,0.5207
1400.0,0.0,0.5073,0.5073
1500.0,0.0,0.5003,0.5003
1600.0,0.0,0.4898,0.4898
1700.0,0.0,0.486,0.486
1800.0,0.0,0.4804,0.4804
1900.0,0.0,0.4714,0.4714
2000.0,0.0,0.4635,0.4635
2100.0,0.0,0.4559,0.4559
2200.0,0.0,0.4516,0.4516
2300.0,0.0,0.448,0.448
2400.0,0.0,0.4419,0.4419
2500.0,0.0,0.4371,0.4371
2600.0,0.0,0.4327,0.4327
2700.0,0.0,0.4287,0.4287
2800.0,0.0,0.4263,0.4263
2900.0,0.0,0.4246,0.4246
3000.0,0.0,0.4184,0.4184
3100.0,0.0,0.4137,0.4137
3200.0,0.0,0.4123,0.4123
3300.0,0.0,0.4068,0.4068
3400.0,0.0,0.4012,0.4012
3500.0,0.0,0.4038,0.4038
3600.0,0.0,0.395,0.395
3700.0,0.0,0.397,0.397
3800.0,0.0,0.3952,0.3952
3900.0,0.0,0.3929,0.3929
4000.0,0.0,0.3904,0.3904
4100.0,0.0,0.3864,0.3864
4200.0,0.0,0.3857,0.3857
4300.0,0.0,0.3874,0.3874
4400.0,0.0,0.3826,0.3826
4500.0,0.0,0.3807,0.3807
4600.0,0.0,0.3796,0.3796
4700.0,0.0,0.3766,0.3766
4800.0,0.0,0.376,0.376
4900.0,0.0,0.378,0.378
5000.0,0.0,0.3743,0.3743
5100.0,0.0,0.371,0.371
5200.0,0.0,0.3698,0.3698
5300.0,0.0,0.3733,0.3733
5400.0,0.0,0.3667,0.3667
5500.0,0.0,0.3652,0.3652
5600.0,0.0,0.3668,0.3668
5700.0,0.0,0.3674,0.3674
5800.0,0.0,0.3641,0.3641
5900.0,0.0,0.3646,0.3646
6000.0,0.0,0.36,0.36
6100.0,0.0,0.3592,0.3592
6200.0,0.0,0.3584,0.3584
6300.0,0.0,0.3575,0.3575
6400.0,0.0,0.3552,0.3552
6500.0,0.0,0.3562,0.3562
6600.0,0.0,0.3558,0.3558
6700.0,0.0,0.3545,0.3545
6800.0,0.0,0.3556,0.3556
6900.0,0.0,0.3526,0.3526
7000.0,0.0,0.3517,0.3517
7100.0,0.0,0.3515,0.3515
7200.0,0.0,0.3476,0.3476
7300.0,0.0,0.3485,0.3485
7400.0,0.0,0.348,0.348
7500.0,0.0,0.3456,0.3456
7600.0,0.0,0.3464,0.3464
7700.0,0.0,0.3466,0.3466
7800.0,0.0,0.3461,0.3461
7900.0,0.0,0.3461,0.3461
8000.0,0.0,0.3437,0.3437
8100.0,0.0,0.344,0.344
8200.0,0.0,0.3418,0.3418
8300.0,0.0,0.3408,0.3408
8400.0,0.0,0.341,0.341
8500.0,0.0,0.3404,0.3404
8600.0,0.0,0.3379,0.3379
8700.0,0.0,0.339,0.339
8800.0,0.0,0.3374,0.3374
8900.0,0.0,0.3362,0.3362
9000.0,0.0,0.3351,0.3351
9100.0,0.0,0.3376,0.3376
9200.0,0.0,0.3321,0.3321
9300.0,0.0,0.3323,0.3323
9400.0,0.0,0.3341,0.3341
9500.0,0.0,0.3331,0.3331
9600.0,0.0,0.3339,0.3339
9700.0,0.0,0.328,0.328
9800.0,0.0,0.3294,0.3294
9900.0,0.0,0.3272,0.3272
10000.0,0.0,0.3295,0.3295
10100.0,0.0,0.3262,0.3262
10200.0,0.0,0.3276,0.3276
10300.0,0.0,0.3229,0.3229
10400.0,0.0,0.3213,0.3213
10500.0,0.0,0.3238,0.3238
10600.0,0.0,0.3252,0.3252
10700.0,0.0,0.3237,0.3237
10800.0,0.0,0.3232,0.3232
10900.0,0.0,0.3191,0.3191
11000.0,0.0,0.3205,0.3205
11100.0,0.0,0.3175,0.3175
11200.0,0.0,0.3201,0.3201
11300.0,0.0,0.3175,0.3175
11400.0,0.0,0.317,0.317
11500.0,0.0,0.3196,0.3196
11600.0,0.0,0.3174,0.3174
11700.0,0.0,0.3193,0.3193
11800.0,0.0,0.3153,0.3153
11900.0,0.0,0.3129,0.3129
12000.0,0.0,0.3152,0.3152
12100.0,0.0,0.3136,0.3136
12200.0,0.0,0.3142,0.3142
12300.0,0.0,0.3126,0.3126
12400.0,0.0,0.3101,0.3101
12500.0,0.0,0.3085,0.3085
12600.0,0.0,0.3097,0.3097
12700.0,0.0,0.3079,0.3079
12800.0,0.0,0.3076,0.3076
12900.0,0.0,0.3079,0.3079
13000.0,0.0,0.3112,0.3112
13100.0,0.0,0.3048,0.3048
13200.0,0.0,0.3074,0.3074
13300.0,0.0,0.3056,0.3056
13400.0,0.0,0.3022,0.3022
13500.0,0.0,0.306,0.306
13600.0,0.0,0.3037,0.3037
13700.0,0.0,0.3024,0.3024
13800.0,0.0,0.3034,0.3034
13900.0,0.0,0.3014,0.3014
14000.0,0.0,0.3,0.3
14100.0,0.0,0.298,0.298
14200.0,0.0,0.2993,0.2993
14300.0,0.0,0.3015,0.3015
14400.0,0.0,0.2976,0.2976
14500.0,0.0,0.3002,0.3002
14600.0,0.0,0.2987,0.2987
14700.0,0.0,0.298,0.298
14800.0,0.0,0.299,0.299
14900.0,0.0,0.2981,0.2981
15000.0,0.0,0.2971,0.2971
15100.0,0.0,0.2944,0.2944
15200.0,0.0,0.2942,0.2942
15300.0,0.0,0.294,0.294
15400.0,0.0,0.2957,0.2957
15500.0,0.0,0.2948,0.2948
15600.0,0.0,0.2944,0.2944
15700.0,0.0,0.2906,0.2906
15800.0,0.0,0.2905,0.2905
15900.0,0.0,0.2909,0.2909
16000.0,0.0,0.292,0.292
16100.0,0.0,0.2924,0.2924
16200.0,0.0,0.2897,0.2897
16300.0,0.0,0.2914,0.2914
16400.0,0.0,0.2904,0.2904
16500.0,0.0,0.2897,0.2897
16600.0,0.0,0.2885,0.2885
16700.0,0.0,0.2859,0.2859
16800.0,0.0,0.289,0.289
16900.0,0.0,0.2856,0.2856
17000.0,0.0,0.288,0.288
17100.0,0.0,0.2855,0.2855
17200.0,0.0,0.2844,0.2844
17300.0,0.0,0.2856,0.2856
17400.0,0.0,0.2843,0.2843
17500.0,0.0,0.2845,0.2845
17600.0,0.0,0.2851,0.2851
17700.0,0.0,0.2837,0.2837
17800.0,0.0,0.2832,0.2832
17900.0,0.0,0.2839,0.2839
