step,mloss,gloss,loss
100.0,0.0,0.9533,0.9533
200.0,0.0,0.8304,0.8304
300.0,0.0,0.7568,0.7568
400.0,0.0,0.7121,0.7121
500.0,0.0,0.6701,0.6701
600.0,0.0,0.6381,0.6381
700.0,0.0,0.6075,0.6075
800.0,0.0,0.5941,0.5941
900.0,0.0,0.5785,0.5785
1000.0,0.0,0.5603,0.5603
1100.0,0.0,0.5459,0.5459
1200.0,0.0,0.5335,0.5335
1300.0,0.0,0.5214,0.5214
1400.0,0.0,0.5083,0.5083
1500.0,0.0,0.5013,0.5013
1600.0,0.0,0.4905,0.4905
1700.0,0.0,0.4883,0.4883
1800.0,0.0,0.4818,0.4818
1900.0,0.0,0.4707,0.4707
2000.0,0.0,0.4639,0.4639
2100.0,0.0,0.4557,0.4557
2200.0,0.0,0.4517,0.4517
2300.0,0.0,0.4461,0.4461
2400.0,0.0,0.4428,0.4428
2500.0,0.0,0.4362,0.4362
2600.0,0.0,0.432,0.432
2700.0,0.0,0.4294,0.4294
2800.0,0.0,0.4251,0.4251
2900.0,0.0,0.4253,0.4253
3000.0,0.0,0.4173,0.4173
3100.0,0.0,0.4152,0.4152
3200.0,0.0,0.4125,0.4125
3300.0,0.0,0.4063,0.4063
3400.0,0.0,0.402,0.402
3500.0,0.0,0.4026,0.4026
3600.0,0.0,0.3964,0.3964
3700.0,0.0,0.3977,0.3977
3800.0,0.0,0.3943,0.3943
3900.0,0.0,0.393,0.393
4000.0,0.0,0.3895,0.3895
4100.0,0.0,0.3866,0.3866
4200.0,0.0,0.3868,0.3868
4300.0,0.0,0.3871,0.3871
4400.0,0.0,0.3817,0.3817
4500.0,0.0,0.3796,0.3796
4600.0,0.0,0.3805,0.3805
4700.0,0.0,0.3768,0.3768
4800.0,0.0,0.3767,0.3767
4900.0,0.0,0.3769,0.3769
5000.0,0.0,0.3747,0.3747
5100.0,0.0,0.3717,0.3717
5200.0,0.0,0.3698,0.3698
5300.0,0.0,0.3706,0.3706
