step,mloss,gloss,loss
100.0,0.0,0.9533,0.9533
200.0,0.0,0.8298,0.8298
300.0,0.0,0.7567,0.7567
400.0,0.0,0.7123,0.7123
500.0,0.0,0.6693,0.6693
600.0,0.0,0.6377,0.6377
700.0,0.0,0.6083,0.6083
800.0,0.0,0.5944,0.5944
900.0,0.0,0.579,0.579
1000.0,0.0,0.5605,0.5605
1100.0,0.0,0.5462,0.5462
1200.0,0.0,0.5337,0.5337
1300.0,0.0,0.5213,0.5213
1400.0,0.0,0.5083,0.5083
1500.0,0.0,0.5006,0.5006
1600.0,0.0,0.4894,0.4894
1700.0,0.0,0.4869,0.4869
1800.0,0.0,0.4825,0.4825
1900.0,0.0,0.4717,0.4717
2000.0,0.0,0.4636,0.4636
2100.0,0.0,0.4563,0.4563
2200.0,0.0,0.4525,0.4525
2300.0,0.0,0.4477,0.4477
2400.0,0.0,0.4427,0.4427
2500.0,0.0,0.4359,0.4359
2600.0,0.0,0.4325,0.4325
2700.0,0.0,0.4292,0.4292
2800.0,0.0,0.4259,0.4259
2900.0,0.0,0.426,0.426
3000.0,0.0,0.4179,0.4179
3100.0,0.0,0.415,0.415
3200.0,0.0,0.4122,0.4122
3300.0,0.0,0.4094,0.4094
3400.0,0.0,0.4033,0.4033
3500.0,0.0,0.405,0.405
3600.0,0.0,0.3969,0.3969
3700.0,0.0,0.399,0.399
3800.0,0.0,0.3956,0.3956
3900.0,0.0,0.3942,0.3942
4000.0,0.0,0.3898,0.3898
4100.0,0.0,0.3865,0.3865
4200.0,0.0,0.387,0.387
4300.0,0.0,0.3867,0.3867
4400.0,0.0,0.3821,0.3821
4500.0,0.0,0.38,0.38
4600.0,0.0,0.3812,0.3812
4700.0,0.0,0.3781,0.3781
4800.0,0.0,0.3775,0.3775
4900.0,0.0,0.3775,0.3775
5000.0,0.0,0.3746,0.3746
5100.0,0.0,0.3707,0.3707
5200.0,0.0,0.3691,0.3691
5300.0,0.0,0.3719,0.3719
5400.0,0.0,0.3675,0.3675
5500.0,0.0,0.3642,0.3642
5600.0,0.0,0.3659,0.3659
5700.0,0.0,0.3655,0.3655
5800.0,0.0,0.3627,0.3627
5900.0,0.0,0.3638,0.3638
6000.0,0.0,0.3586,0.3586
6100.0,0.0,0.359,0.359
6200.0,0.0,0.3579,0.3579
6300.0,0.0,0.3567,0.3567
6400.0,0.0,0.3542,0.3542
6500.0,0.0,0.3562,0.3562
6600.0,0.0,0.3547,0.3547
6700.0,0.0,0.3522,0.3522
6800.0,0.0,0.3545,0.3545
6900.0,0.0,0.3507,0.3507
7000.0,0.0,0.3504,0.3504
7100.0,0.0,0.3509,0.3509
7200.0,0.0,0.3478,0.3478
7300.0,0.0,0.346,0.346
7400.0,0.0,0.3457,0.3457
7500.0,0.0,0.3429,0.3429
7600.0,0.0,0.3449,0.3449
7700.0,0.0,0.3443,0.3443
7800.0,0.0,0.3449,0.3449
7900.0,0.0,0.3441,0.3441
8000.0,0.0,0.3415,0.3415
8100.0,0.0,0.3424,0.3424
8200.0,0.0,0.3405,0.3405
8300.0,0.0,0.3389,0.3389
8400.0,0.0,0.3397,0.3397
8500.0,0.0,0.3381,0.3381
8600.0,0.0,0.335,0.335
8700.0,0.0,0.3364,0.3364
8800.0,0.0,0.3353,0.3353
8900.0,0.0,0.3343,0.3343
9000.0,0.0,0.3324,0.3324
9100.0,0.0,0.3349,0.3349
9200.0,0.0,0.3297,0.3297
9300.0,0.0,0.3317,0.3317
9400.0,0.0,0.3313,0.3313
9500.0,0.0,0.3309,0.3309
9600.0,0.0,0.3308,0.3308
9700.0,0.0,0.3267,0.3267
9800.0,0.0,0.3281,0.3281
9900.0,0.0,0.3252,0.3252
10000.0,0.0,0.327,0.327
10100.0,0.0,0.3252,0.3252
10200.0,0.0,0.3259,0.3259
10300.0,0.0,0.3224,0.3224
10400.0,0.0,0.3214,0.3214
10500.0,0.0,0.3226,0.3226
10600.0,0.0,0.323,0.323
10700.0,0.0,0.3243,0.3243
10800.0,0.0,0.3225,0.3225
10900.0,0.0,0.3195,0.3195
11000.0,0.0,0.3204,0.3204
11100.0,0.0,0.3175,0.3175
11200.0,0.0,0.3192,0.3192
11300.0,0.0,0.3181,0.3181
11400.0,0.0,0.3173,0.3173
11500.0,0.0,0.3183,0.3183
11600.0,0.0,0.3171,0.3171
11700.0,0.0,0.3189,0.3189
11800.0,0.0,0.3153,0.3153
11900.0,0.0,0.3119,0.3119
12000.0,0.0,0.3151,0.3151
12100.0,0.0,0.3139,0.3139
12200.0,0.0,0.3138,0.3138
12300.0,0.0,0.3131,0.3131
12400.0,0.0,0.3116,0.3116
12500.0,0.0,0.3101,0.3101
12600.0,0.0,0.311,0.311
12700.0,0.0,0.3098,0.3098
12800.0,0.0,0.3092,0.3092
12900.0,0.0,0.3087,0.3087
13000.0,0.0,0.3124,0.3124
13100.0,0.0,0.3043,0.3043
13200.0,0.0,0.3085,0.3085
13300.0,0.0,0.3063,0.3063
13400.0,0.0,0.3047,0.3047
13500.0,0.0,0.3081,0.3081
13600.0,0.0,0.3038,0.3038
13700.0,0.0,0.3028,0.3028
13800.0,0.0,0.3031,0.3031
13900.0,0.0,0.3018,0.3018
14000.0,0.0,0.3021,0.3021
14100.0,0.0,0.3,0.3
14200.0,0.0,0.3004,0.3004
14300.0,0.0,0.3008,0.3008
14400.0,0.0,0.2982,0.2982
14500.0,0.0,0.3019,0.3019
14600.0,0.0,0.2987,0.2987
14700.0,0.0,0.2995,0.2995
14800.0,0.0,0.2992,0.2992
14900.0,0.0,0.2983,0.2983
15000.0,0.0,0.2978,0.2978
15100.0,0.0,0.2967,0.2967
15200.0,0.0,0.2955,0.2955
15300.0,0.0,0.2953,0.2953
15400.0,0.0,0.2967,0.2967
15500.0,0.0,0.2961,0.2961
15600.0,0.0,0.2944,0.2944
15700.0,0.0,0.292,0.292
15800.0,0.0,0.2905,0.2905
15900.0,0.0,0.2899,0.2899
16000.0,0.0,0.2927,0.2927
16100.0,0.0,0.2925,0.2925
16200.0,0.0,0.2902,0.2902
16300.0,0.0,0.2926,0.2926
16400.0,0.0,0.2908,0.2908
16500.0,0.0,0.2899,0.2899
16600.0,0.0,0.2897,0.2897
16700.0,0.0,0.2869,0.2869
16800.0,0.0,0.2897,0.2897
16900.0,0.0,0.287,0.287
17000.0,0.0,0.2889,0.2889
17100.0,0.0,0.2861,0.2861
17200.0,0.0,0.2846,0.2846
17300.0,0.0,0.2859,0.2859
17400.0,0.0,0.2854,0.2854
17500.0,0.0,0.2856,0.2856
17600.0,0.0,0.2852,0.2852
17700.0,0.0,0.2842,0.2842
17800.0,0.0,0.2843,0.2843
17900.0,0.0,0.2836,0.2836
18000.0,0.0,0.2845,0.2845
18100.0,0.0,0.2814,0.2814
18200.0,0.0,0.2812,0.2812
18300.0,0.0,0.2844,0.2844
18400.0,0.0,0.2799,0.2799
18500.0,0.0,0.2798,0.2798
18600.0,0.0,0.2781,0.2781
18700.0,0.0,0.2804,0.2804
18800.0,0.0,0.2818,0.2818
18900.0,0.0,0.2798,0.2798
19000.0,0.0,0.2769,0.2769
19100.0,0.0,0.2793,0.2793
19200.0,0.0,0.2797,0.2797
19300.0,0.0,0.2764,0.2764
19400.0,0.0,0.2772,0.2772
19500.0,0.0,0.2751,0.2751
19600.0,0.0,0.2767,0.2767
19700.0,0.0,0.2745,0.2745
19800.0,0.0,0.278,0.278
19900.0,0.0,0.2785,0.2785
20000.0,0.0,0.2754,0.2754
20100.0,0.0,0.2753,0.2753
20200.0,0.0,0.2728,0.2728
20300.0,0.0,0.276,0.276
20400.0,0.0,0.2738,0.2738
20500.0,0.0,0.2699,0.2699
20600.0,0.0,0.2722,0.2722
20700.0,0.0,0.275,0.275
20800.0,0.0,0.2725,0.2725
20900.0,0.0,0.2726,0.2726
21000.0,0.0,0.2751,0.2751
21100.0,0.0,0.2697,0.2697
21200.0,0.0,0.2682,0.2682
21300.0,0.0,0.2716,0.2716
21400.0,0.0,0.2696,0.2696
21500.0,0.0,0.2714,0.2714
21600.0,0.0,0.2686,0.2686
21700.0,0.0,0.2689,0.2689
21800.0,0.0,0.269,0.269
21900.0,0.0,0.269,0.269
22000.0,0.0,0.2656,0.2656
22100.0,0.0,0.2669,0.2669
22200.0,0.0,0.2678,0.2678
22300.0,0.0,0.2669,0.2669
22400.0,0.0,0.2637,0.2637
22500.0,0.0,0.265,0.265
22600.0,0.0,0.2684,0.2684
22700.0,0.0,0.2626,0.2626
22800.0,0.0,0.2653,0.2653
22900.0,0.0,0.2641,0.2641
23000.0,0.0,0.2635,0.2635
23100.0,0.0,0.2645,0.2645
23200.0,0.0,0.266,0.266
23300.0,0.0,0.2667,0.2667
23400.0,0.0,0.2629,0.2629
23500.0,0.0,0.2624,0.2624
23600.0,0.0,0.2626,0.2626
23700.0,0.0,0.2608,0.2608
23800.0,0.0,0.2633,0.2633
23900.0,0.0,0.2631,0.2631
24000.0,0.0,0.2622,0.2622
24100.0,0.0,0.2614,0.2614
24200.0,0.0,0.2627,0.2627
24300.0,0.0,0.2598,0.2598
24400.0,0.0,0.2625,0.2625
24500.0,0.0,0.2606,0.2606
24600.0,0.0,0.2597,0.2597
24700.0,0.0,0.2571,0.2571
24800.0,0.0,0.258,0.258
24900.0,0.0,0.2575,0.2575
25000.0,0.0,0.2594,0.2594
25100.0,0.0,0.2573,0.2573
25200.0,0.0,0.2596,0.2596
25300.0,0.0,0.2593,0.2593
25400.0,0.0,0.2579,0.2579
25500.0,0.0,0.2577,0.2577
25600.0,0.0,0.2592,0.2592
25700.0,0.0,0.2577,0.2577
25800.0,0.0,0.2564,0.2564
25900.0,0.0,0.2557,0.2557
26000.0,0.0,0.2549,0.2549
26100.0,0.0,0.2554,0.2554
26200.0,0.0,0.2564,0.2564
26300.0,0.0,0.2554,0.2554
26400.0,0.0,0.2549,0.2549
26500.0,0.0,0.2534,0.2534
26600.0,0.0,0.2536,0.2536
26700.0,0.0,0.2536,0.2536
26800.0,0.0,0.2538,0.2538
26900.0,0.0,0.253,0.253
27000.0,0.0,0.2533,0.2533
27100.0,0.0,0.2533,0.2533
27200.0,0.0,0.2551,0.2551
27300.0,0.0,0.2528,0.2528
27400.0,0.0,0.2526,0.2526
27500.0,0.0,0.2532,0.2532
27600.0,0.0,0.2514,0.2514
27700.0,0.0,0.2523,0.2523
27800.0,0.0,0.2504,0.2504
27900.0,0.0,0.2492,0.2492
28000.0,0.0,0.2517,0.2517
28100.0,0.0,0.2496,0.2496
28200.0,0.0,0.2515,0.2515
28300.0,0.0,0.2494,0.2494
28400.0,0.0,0.2514,0.2514
28500.0,0.0,0.2503,0.2503
28600.0,0.0,0.2476,0.2476
28700.0,0.0,0.2495,0.2495
28800.0,0.0,0.2492,0.2492
28900.0,0.0,0.2492,0.2492
29000.0,0.0,0.2478,0.2478
29100.0,0.0,0.2482,0.2482
29200.0,0.0,0.2471,0.2471
29300.0,0.0,0.2483,0.2483
29400.0,0.0,0.2483,0.2483
29500.0,0.0,0.2479,0.2479
29600.0,0.0,0.2453,0.2453
29700.0,0.0,0.2486,0.2486
29800.0,0.0,0.2468,0.2468
29900.0,0.0,0.2482,0.2482
30000.0,0.0,0.2432,0.2432
30100.0,0.0,0.2478,0.2478
30200.0,0.0,0.2468,0.2468
30300.0,0.0,0.2466,0.2466
30400.0,0.0,0.2468,0.2468
30500.0,0.0,0.2449,0.2449
30600.0,0.0,0.2431,0.2431
30700.0,0.0,0.2447,0.2447
30800.0,0.0,0.2437,0.2437
30900.0,0.0,0.2442,0.2442
31000.0,0.0,0.2446,0.2446
31100.0,0.0,0.244,0.244
31200.0,0.0,0.2439,0.2439
31300.0,0.0,0.2417,0.2417
31400.0,0.0,0.2428,0.2428
31500.0,0.0,0.2431,0.2431
31600.0,0.0,0.2418,0.2418
31700.0,0.0,0.2411,0.2411
31800.0,0.0,0.2423,0.2423
31900.0,0.0,0.2405,0.2405
32000.0,0.0,0.2411,0.2411
32100.0,0.0,0.2416,0.2416
32200.0,0.0,0.242,0.242
32300.0,0.0,0.2394,0.2394
32400.0,0.0,0.2382,0.2382
32500.0,0.0,0.2413,0.2413
32600.0,0.0,0.2378,0.2378
32700.0,0.0,0.2403,0.2403
32800.0,0.0,0.2381,0.2381
32900.0,0.0,0.2364,0.2364
33000.0,0.0,0.2387,0.2387
33100.0,0.0,0.2374,0.2374
33200.0,0.0,0.2395,0.2395
