step,mloss,gloss,loss
100.0,0.0,0.9557,0.9557
200.0,0.0,0.8397,0.8397
300.0,0.0,0.7674,0.7674
400.0,0.0,0.7203,0.7203
500.0,0.0,0.6757,0.6757
600.0,0.0,0.6443,0.6443
700.0,0.0,0.6176,0.6176
800.0,0.0,0.6053,0.6053
900.0,0.0,0.5932,0.5932
1000.0,0.0,0.5795,0.5795
1100.0,0.0,0.5675,0.5675
1200.0,0.0,0.5575,0.5575
1300.0,0.0,0.5492,0.5492
1400.0,0.0,0.5371,0.5371
1500.0,0.0,0.5319,0.5319
1600.0,0.0,0.5216,0.5216
1700.0,0.0,0.5195,0.5195
1800.0,0.0,0.514,0.514
1900.0,0.0,0.5044,0.5044
2000.0,0.0,0.4976,0.4976
2100.0,0.0,0.4908,0.4908
2200.0,0.0,0.4879,0.4879
2300.0,0.0,0.4833,0.4833
2400.0,0.0,0.4788,0.4788
2500.0,0.0,0.4725,0.4725
2600.0,0.0,0.469,0.469
2700.0,0.0,0.4651,0.4651
2800.0,0.0,0.461,0.461
2900.0,0.0,0.4614,0.4614
3000.0,0.0,0.4543,0.4543
3100.0,0.0,0.4501,0.4501
3200.0,0.0,0.4474,0.4474
3300.0,0.0,0.4422,0.4422
3400.0,0.0,0.4346,0.4346
3500.0,0.0,0.4351,0.4351
3600.0,0.0,0.4275,0.4275
3700.0,0.0,0.4279,0.4279
3800.0,0.0,0.4254,0.4254
3900.0,0.0,0.4209,0.4209
4000.0,0.0,0.417,0.417
4100.0,0.0,0.4131,0.4131
4200.0,0.0,0.4116,0.4116
4300.0,0.0,0.4098,0.4098
4400.0,0.0,0.4055,0.4055
4500.0,0.0,0.4027,0.4027
4600.0,0.0,0.3998,0.3998
4700.0,0.0,0.3953,0.3953
4800.0,0.0,0.3939,0.3939
4900.0,0.0,0.3919,0.3919
5000.0,0.0,0.3886,0.3886
5100.0,0.0,0.3826,0.3826
5200.0,0.0,0.3808,0.3808
5300.0,0.0,0.3804,0.3804
5400.0,0.0,0.3742,0.3742
5500.0,0.0,0.3714,0.3714
5600.0,0.0,0.3712,0.3712
5700.0,0.0,0.3721,0.3721
5800.0,0.0,0.3681,0.3681
5900.0,0.0,0.3679,0.3679
6000.0,0.0,0.3618,0.3618
6100.0,0.0,0.362,0.362
6200.0,0.0,0.36,0.36
6300.0,0.0,0.359,0.359
6400.0,0.0,0.3549,0.3549
6500.0,0.0,0.3571,0.3571
6600.0,0.0,0.3558,0.3558
6700.0,0.0,0.3545,0.3545
6800.0,0.0,0.3552,0.3552
6900.0,0.0,0.3521,0.3521
7000.0,0.0,0.3499,0.3499
7100.0,0.0,0.3504,0.3504
7200.0,0.0,0.3469,0.3469
7300.0,0.0,0.3453,0.3453
7400.0,0.0,0.3455,0.3455
7500.0,0.0,0.3408,0.3408
7600.0,0.0,0.3456,0.3456
7700.0,0.0,0.3443,0.3443
7800.0,0.0,0.3435,0.3435
7900.0,0.0,0.3425,0.3425
8000.0,0.0,0.3393,0.3393
8100.0,0.0,0.3409,0.3409
8200.0,0.0,0.3384,0.3384
