step,mloss,gloss,loss
100.0,0.0,0.9465,0.9465
200.0,0.0,0.8168,0.8168
300.0,0.0,0.7408,0.7408
400.0,0.0,0.692,0.692
500.0,0.0,0.6416,0.6416
600.0,0.0,0.6057,0.6057
700.0,0.0,0.5719,0.5719
800.0,0.0,0.5581,0.5581
900.0,0.0,0.5451,0.5451
1000.0,0.0,0.5295,0.5295
1100.0,0.0,0.5178,0.5178
1200.0,0.0,0.508,0.508
1300.0,0.0,0.499,0.499
1400.0,0.0,0.4869,0.4869
1500.0,0.0,0.4827,0.4827
1600.0,0.0,0.473,0.473
1700.0,0.0,0.4696,0.4696
1800.0,0.0,0.4648,0.4648
1900.0,0.0,0.4567,0.4567
2000.0,0.0,0.4497,0.4497
2100.0,0.0,0.4422,0.4422
2200.0,0.0,0.4372,0.4372
2300.0,0.0,0.433,0.433
2400.0,0.0,0.4293,0.4293
2500.0,0.0,0.4219,0.4219
2600.0,0.0,0.4178,0.4178
2700.0,0.0,0.4152,0.4152
2800.0,0.0,0.4116,0.4116
2900.0,0.0,0.4111,0.4111
3000.0,0.0,0.4038,0.4038
3100.0,0.0,0.401,0.401
3200.0,0.0,0.3992,0.3992
3300.0,0.0,0.3936,0.3936
3400.0,0.0,0.3896,0.3896
3500.0,0.0,0.3896,0.3896
3600.0,0.0,0.383,0.383
3700.0,0.0,0.3862,0.3862
3800.0,0.0,0.3822,0.3822
3900.0,0.0,0.3817,0.3817
4000.0,0.0,0.3765,0.3765
4100.0,0.0,0.3747,0.3747
4200.0,0.0,0.3744,0.3744
4300.0,0.0,0.3746,0.3746
4400.0,0.0,0.3694,0.3694
4500.0,0.0,0.3675,0.3675
4600.0,0.0,0.3677,0.3677
4700.0,0.0,0.3651,0.3651
4800.0,0.0,0.3641,0.3641
4900.0,0.0,0.3641,0.3641
5000.0,0.0,0.3621,0.3621
5100.0,0.0,0.3585,0.3585
5200.0,0.0,0.3562,0.3562
5300.0,0.0,0.3591,0.3591
5400.0,0.0,0.3545,0.3545
5500.0,0.0,0.3518,0.3518
5600.0,0.0,0.3541,0.3541
5700.0,0.0,0.354,0.354
5800.0,0.0,0.3509,0.3509
5900.0,0.0,0.3507,0.3507
6000.0,0.0,0.3468,0.3468
6100.0,0.0,0.3474,0.3474
6200.0,0.0,0.345,0.345
6300.0,0.0,0.3452,0.3452
6400.0,0.0,0.3414,0.3414
6500.0,0.0,0.344,0.344
6600.0,0.0,0.3446,0.3446
6700.0,0.0,0.342,0.342
6800.0,0.0,0.3429,0.3429
6900.0,0.0,0.3398,0.3398
7000.0,0.0,0.3391,0.3391
7100.0,0.0,0.3393,0.3393
7200.0,0.0,0.3356,0.3356
7300.0,0.0,0.3344,0.3344
7400.0,0.0,0.335,0.335
7500.0,0.0,0.3325,0.3325
7600.0,0.0,0.3351,0.3351
7700.0,0.0,0.3336,0.3336
7800.0,0.0,0.3335,0.3335
7900.0,0.0,0.3335,0.3335
8000.0,0.0,0.3307,0.3307
8100.0,0.0,0.3315,0.3315
8200.0,0.0,0.3294,0.3294
8300.0,0.0,0.3285,0.3285
8400.0,0.0,0.3304,0.3304
8500.0,0.0,0.3286,0.3286
8600.0,0.0,0.3258,0.3258
8700.0,0.0,0.327,0.327
8800.0,0.0,0.325,0.325
8900.0,0.0,0.325,0.325
